id,title
589708,programming factors that influence success
589710,using inheritance for computing with physical quantities an interdisciplinary project
589711,a simple student environment for lightweight process concurrent programming under sunos
589713,thinking about binary trees in an object oriented world
589719,an honors computer science seminar for undergraduate non majors
589721,jkarelrobot a case study in supporting levels of cognitive development in the computer science curriculum
589722,the klyde workbench for studying experimental algorithm analysis
589723,the lecturers assistant
589724,using pen based computers across the computer science curriculum
589725,benefits of using socially relevant projects in computer science and engineering education
589726,a new scheme for reinforcing concepts in cs2
589727,an introductory algorithm teacher
589728,changes in cs students sttitudes towards cs over time an examination of gender differences
589730,gender differences in computer science students
589734,teaching operating systems with modula 2
589735,computer scientists can teach writing an upper division course for computer science majors
589736,using asynchronous discussions to enhance student participation in cs courses
589737,concurrent programming in modula 2
589739,improving student writing skills inter departmental collaborations
589740,anatomy of a software engineering project
589741,explaining inheritance a code reusability perspective
589742,science of computing suite socs resources for a breadth first introduction
589743,an overview course in academic computer science a new approach for teaching nonmajors
589745,a manageable web software architecture searching for simplicity
589746,teaching a hierarchical model of computation with animation software in the first course
589748,dynalab a dynamic computer science laboratory infrastructure featuring program animation abstract
589749,pervasive computing in the undergraduate curriculum
589750,object orientation in java for scientific programmers
589751,teaching two dimensional array concepts in java with image processing examples
589755,the role of computer science in undergraduate bioinformatics education
589756,python robotics an environment for exploring robotics beyond legos
589757,parallel programming using public domain software
589758,llparse and lrparse visual and interactive tools for parsing
589759,introducing parallel processing at the undergraduate level
589761,introducing computer systems from a programmers perspective
589762,towards a hierarchical design and integration of programming projects
589763,using a pre assessment exam to construct an effective concept based genetic program for predicting course success
589765,a student directed computing community
589767,dancing with dynalab endearing the science of computing to students
589769,tying it all together creating self contained animated interactive web based resources for computer science education
589770,testing skills and knowledge introducing a laboratory exam in cs1
589771,engaging students with active learning resources hypertextbooks for the web
589772,effective incorporation of ethics into courses that focus on programming
589773,a paradigm shift the internet the web browsers java and the future of computer science education
589774,why structural recursion should be taught before arrays in cs 1
589775,the software engineering capstone structure and tradeoffs
589776,supporting workflow in a course management system
589777,iconic programming in baccii vs textual programming which is a better learning environment
589778,teaching and learning ethics in computer science walking the walk
589779,iconic programming proves effective for teaching the first year programming sequence
589780,pilot study living flowcharts in an introduction to programming course
589782,the impact of virtual classroom laboratories in cse
589783,microkernels a submodule for a traditional operating systems course
589784,video resources for use in teaching ethics and computing
589785,language independent interactive data visualization
589786,cs content is not enough
589788,the role of mathematics in the computer science curriculum
589790,the 2003 model curriculum for a liberal arts degree in computer science preliminary report
589794,teaching empirical skills and concepts in computer science using random walks
589796,core empirical concepts and skills for computer science
589798,disequilibration for teaching the scientific method in computer science
589800,assembly language through the java virtual machine
589801,raptor a visual programming environment for teaching algorithmic problem solving
589803,algorithms and object oriented programming bridging the gap
589804,teaching web development technologies in csis curricula
589805,pilot an interactive tool for learning and grading
589806,do we really teach abstraction
589807,teaching real time oss with doritos
589808,sail a system for generating archiving and retrieving specialized assignments using latex
589809,www interactive learning environments for computer science education
589812,the first programming paradigm and language dilemma
589813,a communication library to support concurrent programming courses
589815,teaching cs1 on line the good the bad and the ugly
589818,a case study of programming with abstract data types in a data structures course
589819,the design tree a visual approach to top down design and data flow
589820,requiring cs1 students to write requirements specifications a rationale implementation suggestions and a case study
589821,recommendations for software engineering education
589822,a software testbed for advanced projects in real time and distributed computing
589825,the virtual network system
589826,women in introductory computer science experience at victoria university of wellington
589827,networking elements in a files course
589828,experiences with the webware interfaces and networking experimental laboratory
589830,supporting and evaluating team dynamics in group projects
589832,designing better online teaching material
589833,design early considered harmful graduated exposure to complexity and structure based on levels of cognitive development
589834,using game days to teach a multiagent system class
589838,a visual and interactive automata theory course with jflap 40
589839,attracting  keeping the best and the brightest an entry level course for experienced introductory students
589840,efficient use of robots in the undergraduate curriculum
589842,evaluating programming ability in an introductory computer science course
589843,a library to support a graphics based object first approach to cs 1
589844,support for teaching the design and implementation of multimediahypermedia systems
589845,using lab practica to evaluate programming ability
589847,management challenges in a large introductory computer science course
589848,beacond a peer to peer system to teach ubiquitous computing
589850,combining cooperative learning and peer instruction in introductory computer science
589854,a web based lab manual for cs 1 an experiment
589857,debugging from novice to expert
589858,a study of common pitfalls in simple multi threaded programs
589861,object imperatives
589862,teaching loop invariants to beginners by examples
589863,design strategies for a computer based instruction system
589865,information technology curriculum development
589868,internet accessible information retrieval tools for advanced dbir courses
589869,undergraduate theory of computation an approach using simulation tools
589871,an introductory course in network administration
589877,functional fun
589878,computer graphics in undergraduate computational science education
589879,case studies in the classroom
589881,patterns and pedagogy
589884,introductory computing a new approach
589885,new roles for students instructors and computers in a lab based introductory programming course
589892,query generation in an instructional database management system
589894,integrating collaborative problem solving throughout the curriculum
589895,a psychological perspective on gender differences in computing participation
589899,a csse approach to a real time embedded systems software development course
589901,an industry approach to the software engineering course
589902,patterns of plagiarism
589903,modeler multimedia object design learning resource
589904,assessing the assessment of programming ability
589905,using an internal internship to enhance computer science education in a two year college
589906,teaching computer science experience from four continents
589907,accessibility in introductory computer science
589911,women in cs and biology
589913,departmental differences can point the way to improving female retention in computer science
589914,object orientation and the principles of learning theory a new look at problems and benefits
589915,faculty turnover in cs departments
589917,using java to develop web based tutorials
589919,game design  programming concentration within the computer science curriculum
589920,algorthmic pradigms examples in computational geometry ii
589921,algovista an algorithmic search tool in an educational setting
589922,evaluation of subsetting programming language elements in a novices programming environment
589924,introducing formal methods through role playing
589927,web labs for the standard template library and the java generic library in a cs2 course
589928,writing efficient programs performance issues in an undergraduate cs curriculum
589932,a survey course in computer science using hypercard
589933,teaching practical software maintenance skills in a software engineering course
589934,an integrated course on parallel and distributed processing
589935,using expert systems to understand object oriented behavior
589937,top down teaching object oriented programming in cs 1
589938,the course scheduling problem as a source of student projects
589939,the top 10 reasons why object oriented programming cant be taught in cs 1
589940,teaching a java based cs1 course in an academically diverse environment
589941,we claim this class for computer science a non mathematicians discrete structures course
589942,using an object oriented software life cycle model in the software engineering course
589943,powers of 10 the case for changing the first course in computer graphics
589945,algorithma 98 an algorithm animation project
589946,graphical problem solving and visual communication in the beginning computer graphics course
589947,a company based framework for a software engineering course
589948,algorithm 99 an experiment in reusability  component based software engineering
589952,machine learning in the liberal arts curriculum
589954,a reusable academic strength metrics based software engineering process for capstone courses and projects
589955,derivation of recursive algorithms for cs2
589956,home study software flexible interactive and distributed software for independent study
589957,derivation of programs for freshmen
589959,great principles in computing curricula
589962,cs0 computer science orientation course
589968,teaching objects first in introductory computer science
589970,large team projects in software engineering courses
589971,tools for web based sorting animation
589973,animation of java linked lists
589975,java class visualization for teaching object oriented concepts
589976,an integrating pedagogical tool based on writing articles
589980,the practical need for fourth normal form
589982,teaching inter object design patterns to freshmen
589983,gateway laboratories integrated interactive learning modules
589984,effects of mathematics preparation and prior language exposure on perceived performance in introductory computer science courses
589985,functional programming for freshman computer science majors
589986,current trends in computer science curriculum a survey of four year programs
589987,successfully integrating traditional and object oriented approaches with ada 95
589989,computer science accreditation the advantages of being different
589992,operating systems projects built on a simple hardware simulator
589994,exploring xml for data exchange in the context of an undergraduate database curriculum
589995,levels of exploration
589996,experiences with a cs0 course targeted for cs1 success
589997,winrdbi a windows based relational database educational tool
589998,a reusable graphical user interface for manipulating object oriented databases using java and xml
589999,database theory in practice learning from cooperative group projects
590000,jdbc demonstration courseware using servlets and java server pages
590001,reasoning about programs integrating verification and analysis of algorithms into the introductory programming course
590002,teaching an engineering approach for network computing
590003,enhancing generic skills in the computer organization course
590005,preparation for research instruction in interpreting and evaluating research
590006,explication of object oriented databases a software engineering perspective
590008,pl detective experiences and results
590009,design of a major in software development
590010,an infrastructure for teaching skills for group decision making and problem solving in programming projects
590012,pl detective a system for teaching programming language concepts
590014,a comparison of concurrent languages a class project
590018,using assembly language to teach concepts in the introductory course
590019,small ada personal computer courseware for studying concurrent programming
590020,architecture dependent operating system project sequence
590021,the quest for excellence in designing cs1cs2 assignments
590022,teaching operating systems in a virtual machine environment
590024,micmac a microprogram simulator for courses in computer organization
590025,writing across the computer science curriculum
590026,operating systems from assembler to c
590027,scaling a design pattern in introductory computer science courses
590028,a microprogram simulator and compiler for an enhanced version of tanenbaums mic 1 machine
590029,intra curriculum software engineering education
590031,scientific experimentation via the matching game
590032,a cognitive based approach to introductory computer science courses lesson learned
590036,nightmare on westwood avenue product development laboratory success failure both neither
590037,a tutor on scope for the programming languages course
590043,average case analysis in an elementary course on algorithms
590044,use and assessment of a rigorous approach to cs1
590045,the control of a toy robot arm a real time programming experience
590046,incorporating human computer interaction into the undergraduate computer science curriculum
590048,teaching experimental design in an operating systems class
590055,teaching c to high school students
590057,student oriented features of an interactive programming environment
590059,teaching the programming of parallel computers
590060,emphasizing the process in delivering cs 1
590061,teaching empirical performance analysis of parallel programs
590063,if you know b splines well you also nnow nurbs
590064,in person grading an evaluative experiment
590069,the computer science fair an alternative to the computer programming contest
590070,using software testing to move students from trial and error to reflection in action
590073,teaching elementary queueing theory with a computer algebra system
590074,fclust a visualization tool for fuzzy clustering
590076,factors influencing the shrinking pipeline in high schools a sector based analysis of the israeli high school system
590077,a simple technique to motivate structured programming
590079,programming in java student constructed rules
590080,computer network management theory and practice
590081,integration of usability issues within initial software development education its all about the user dummy
590082,taking students out for a ride using a board game to teach graph theory
590084,encapsualtion and reuse as viewed by java students
590085,yet more web exercises for learning c
590086,parameter passing the rules the students construct
590087,teaching recursion using fractals in prolog
590088,evaluating discrete mathematics exercises
590090,the sei undergraduate curriculum in software engineering
590091,andragogy in a web technologies course
590093,the quiver system
590094,making files real with a virtual disk
590095,the analysis and comparison of scheduling controls in concurrent languages through classification
590096,teaching data structures with multiple collection class libraries
590097,active learning sheets for a beginners course on reasoning about imperative programs
590098,using sesfjava in teaching introductory network courses
590099,computer science accessibility for students with visual disabilities
590100,jerpa a distance learning environment for introductory java programming courses
590105,taming the tiger teaching the next version of java
590107,thetis an ansi c programming environment designed for introductory use
590109,diversifying the images of computer science undergraduate women take on the challenge
590111,a pragmatic approach to systems analysis and design
590113,hypercard applications for teaching information systems
590114,usenet as a teaching tool
590116,the eos laboratory environment for a course in operating systems
590118,a model for improving secondary cs education
590119,converting from pascal to modula 2 in the undergraduate curriculum
590120,genetic programming applied to othello introducing students to machine learning research
590121,to javanet and beyond teaching networking concepts using the java networking api
590122,ipp a web based interactive programming portfolio
590123,www autonomous robotics enabling wide area access to a computer engineering practicum
590124,experiencing the codesign process microcomputer systems ii laboratory
590125,integrating a formal specification course with a software projects course via an editing tool
590126,cmerun program logic debugging courseware for cs1cs2 students
590128,a retrospective on an early software projects course
590130,professional literacy labs for advanced programming courses
590132,microcomputer systems i a computer science and engineering capstone course
590135,a generic e learning multiparadigm programming language system idefix project
590136,measuring the effectiveness of robots in teaching computer science
590138,building an infrastructure to support writing across the computer science curriculum
590139,electronic peer review and peer grading in computer science courses
590140,choosing group projects for advanced systems courses
590141,robotstudio a modern ide based approach to reality computing
590142,a virtual laboratory model for encouraging undergraduate research
590143,using peer review in teaching computing
590145,concepts in the classroom programming in the lab
590148,using visualization to aid program construction tasks
590149,distance education law attempts to catch up with technology battle between copyright owners and academics
590152,context  experiences  curriculum
590154,an experimental approach to a course on parallel and distributed algorithms
590155,algorithm animator a tool for programming learning
590156,the effect of a constructivist learning environment for field dependentindependent students on achievement in introductory computer programming
590157,pre games games designed to introduce cs1 and cs2 programming assignments
590160,on varying perspectives of problem decomposition
590161,the greedy trap and learning from mistakes
590162,loop invariants and mathematical games
590163,efficiency of algorithms for programming beginners
590164,but it looks right the bugs students dont see
590167,aha an illuminating perspective
1550137,an algorithmic approach to event summarization
590169,sim a utility for detecting similarity in computer programs
590172,the ingres tutorial as a tool in teaching database theory or i cant believe its not training
1550138,forecasting high dimensional data
590175,calos an experiment with computer aided learning for operating systems
590176,calos first results from an experiment in computer aided learning for operating systems
590178,a concepts first introduction to computer science
590179,three dimensional computation visualization for computer graphics rendering algorithms
590180,a gimmick to integrate software testing throughout the curriculum
590181,a comparison of operating systems courseware
590182,a new perspective on teaching computer literacy
590183,the relationship between cs education research and the sigcse community
590184,the use of robots in the undergraduate curriculum experience reports
1550140,simdb a similarity aware database system
590186,handwritten slides on a tabletpc in a discrete mathematics course
590187,creation of a new case for lupsort alternating
590188,teaching internet algorithmics
590189,teaching the analysis of algorithms with visual proofs
590190,using randomization in the teaching of data structures and algorithms
590191,graduate information systems curriculum for the 21st century
590192,status of information systems accreditation
590193,mental models of recursion
1550141,load balanced query dissemination in privacy aware online communities
590195,computer forensics programs in higher education a preliminary study
590196,granularity in the design of interactive illustrations
590197,cs girls rock sparking interest in computer science and debunking the stereotypes
590198,using jflap to interact with theorems in automata theory
590199,the impact of computer aided software engineering on student performance
1550142,ituned a tool for configuring and visualizing database parameters
1550143,constructing and exploring composite items
590202,laboratories for an undergraduate course in data communications and networks
590203,pedagogically sound responses to economic rationalism
1550144,fast fast architecture sensitive tree search on modern cpus and gpus
590205,gender stereotyping in a computer science course
590206,algorithms and proofs mathematics in the computing curriculum
590211,an interactive multimedia textbook for introductory computer science
590212,animating automata a cross platform program for teaching finite automata
590213,a preliminary empirical evaluation of the effectiveness of a finite state automaton animator
590214,loving to learn theory active learning modules for the theory of computing
1550146,integrating keyword search with multiple dimension tree views over a summary corpus data cube
1550147,pay as you go an adaptive approach to provide full context aware text search over document content
590220,protocols and network architecture a first course in data communications and computer networks
590221,reprogrammable hardware for educational purposes
590222,a first course in program verification and the semantics of programming languages
1550148,progxe progressive result generation framework for multi criteria decision support queries
590224,the internet as a motivating theme in a mathcomputer core course for nonmajors
590226,centralized mindset a student problem with object oriented programming
590227,design process for a non majors computing course
590228,teaching database using a real dbms experience with ingres
1550149,call to order a hierarchical browsing approach to eliciting users preference
590230,megaprogramming education
590231,developing writing skills in computer science students
1550150,secureblox customizable secure distributed data processing
590234,finding minimal perfect hash functions
590235,introducing fixed point iteration early in a compiler course
590237,gender differences in personality components of computer science students a test of hollands congruence hypothesis
590238,a virtual learning environment for entity relationship modelling
1550151,pods a new model and processing algorithms for uncertain data streams
590240,ska supporting algorithm and data structure discussion
590242,research to classroom experiences from a multi institutional course in smart home technologies
590243,the game of set® an ideal example for introducing polymorphism and design patterns
590244,interpreting java program runtimes
590245,events not equal to guis
590248,parallel threads parallel computation labs for cs 3 and cs 4
590249,the khepera robot and the krobot class a platform for introducing robotics in the undergraduate curriculum
590250,creating emergent behaviors two robotics labs that combine reactive behaviors
590251,preparing students for internet and multimedia technology careers
590252,using a pdp 1110 to teach content and history in computer organization courses
1550153,positional update handling in column stores
1550154,ajax based report pages as incrementally rendered views
590257,opening the eyes of those who can see to the world of those who cant a case study
590263,animating operating systems algorithms with xtango
1550156,piql a performance insightful query language
590267,providing activities for students to apply data structures concepts
590268,teaching a course in parallel processing with limited resources
590269,data parallel programming a transition from serial to parallel computing
590272,compiling a high level introduction using scheme
590273,experience with an analytic approach to teaching programming languages
590274,interactive graphics a tool for beginning programming students in discovering solutions to novel problems
590275,simulation of process and resource management in a multiprogramming operating system
590276,teaching the human aspect of software engineering   a case study
590277,using history of computing to address problems and opportunities
590278,introducing finite automata in the first course
590279,removing implementation details from c class declarations
590280,dynamic programming for pennies a day
590281,panel on the development maintenance and use of course web sites
1550158,automatic contention detection and amelioration for data intensive operations
590283,anatomy of an introductory computer science course
590284,modern introductory computer science
590285,discrete mathematics as a precursor to programming
590286,math educators computer science educators working together
590287,women mathematics and computer science
590288,teaching recursion as a problem solving tool using standard ml
590289,a visual development environment for multi lingual curricula
590290,an extensible framework for providing dynamic data structure visualizations in a lightweight ide
590291,do visualizations improve program comprehensibility experiments with control structure diagrams for java
590292,teaching compiler construction using a domain specific language
1550161,ibm infosphere streams for scalable real time intelligent transportation services
590294,an integrated software based approach to teaching introductory computer programming
590295,creating an authentic learning experience in introductory programming courses
590296,assessment of a course redesign introductory computer programming using online modules
590297,redesigning introductory computer programming using multi level online modules for a mixed audience
1550162,non homogeneous generalization in privacy preserving data publishing
590299,scheme based web programming as a basis for a cs0 curriculum
1550163,performing sound flash device measurements some lessons from uflip
590301,a system for teaching concurrent programming
590302,a top down approach to teaching an introductory computer science course
590303,inspections of formal specifications
1550164,lineage processing over correlated probabilistic databases
590305,doing quality work the role of software process definition in the computer science curriculum
590306,a distributed task environment for teaching artificial intelligence with agents
590307,using an isolated network laboratory to teach advanced networks and security
590308,puzzles and games addressing different learning styles in teaching operating systems concepts
1550165,xtage a flexible xml collection generator
590310,a cyk approach to parsing in parallel a case study
590312,a domain centered curriculum an alternative approach to computing education
1550166,google fusion tables web centered data management and collaboration
590316,an advanced classroom computing environment and its applications
1550167,workload aware storage layout for database systems
590319,avoiding object misconceptions
590321,system calls and interrupt vectors in an operating systems course
590323,cs1 assessment using memory diagrams
590324,a geographically distributed assignment structured undergraduate grid computing course
590325,adding some spice to cs1 curricula
590326,introducing undergraduates to object orientation using the turing language
590327,applying the personal software process in cs1 an experiment
590328,the art and science of computer graphics a very depth first approach to the non majors course
590329,running on the bare metal with geekos
1550168,eracer a database approach for statistical inference and data cleaning
1550169,on indexing error tolerant set containment
590332,components first approaches to cs1cs2 principles and practice
1550170,graphical xquery in the aqualogic data services platform
590336,taming java for the classroom
590337,tele lab it security an architecture for interactive lessons for security education
590338,the game of go an ideal environment for capstone and undergraduate research projects
590339,constructive and collaborative learning of algorithms
590340,it offshore outsourcing impact on csis curriculum
1550171,the datapath system a data centric analytic processing engine for large data warehouses
590342,low cost networks and gateways for teaching data communications
1550172,finding maximal cliques in massive networks by h graph
590344,teaching operating systems using turbo c
590345,xinuwu an improved pc xinu clone
590347,web services as the foundation for learning complex software system development
1550173,taco tunable approximate computation of outliers in wireless sensor networks
590350,a java framework for experimentation with steganography
590352,using iterative enhancement in undergraduate software engineering courses
590353,management information systems curricula in the united states and the republic of china a comparative study
590354,a parallel processing course for undergraduates
590355,teaching neural networks using lego handy board robots in an artificial intelligence course
1550174,exploratory keyword search on data graphs
1550175,threshold query optimization for uncertain data
590361,a repository that supports teaching and cooperation in the introductory ai course
590362,understanding gender and confidence in cs course culture
590363,teaching writing and research skills in the computer science curriculum
590364,a mini course on concurrency
590365,the use of animation to explain genetic algorithms
590366,strategies for effective integration of software engineering concepts and techniques into the undergraduate computer science curriculum
590367,grading student programs using assyst
590368,towards concrete concurrency occam pi on the lego mindstorms
1550176,database systems research on data mining
590370,from rs 232 to object request brokers incremental object oriented networking projects
590371,assessing the benefits of interactive prediction using web based algorithm animation courseware
590372,between tanzania and finland learning java over the web
590373,using petri nets to introduce operating system concepts
1550177,crescando
590375,adding breadth to cs1 and cs2 courses through visual and interactive programming projects
590376,the locker metaphor to teach dynamic memory
1550178,pymk friend recommendation at myspace
590379,using handheld computers in the classroom laboratories and collaboration on handheld machines
590380,using java to design and test hardware circuits over a classroom network
590381,concurrent distributed pascal a hands on introduction to parallelism
590382,realistic student projects
590383,integration of parallel computation into introductory computer science
590384,nsf supported projects parallel computation as an integrated component in the undergraduate curriculum in computer science
1550180,automatically incorporating new sources in keyword search based data integration
590386,a graph generation software package
590387,converses of pumping lemmas
590393,web based laboratories in the introductory curriculum enhance formal methods
590396,a virtual lab to accompany cs1 and cs2
590397,the computer as a problem solving tool a unifying view for a non majors course
590399,a technical writing class for computer science majors measuring student perceptions of learning
590400,incorporating writing into the cs curriculum
590401,microprogramming a watch tools for a course in computer organization
1550183,integrating hadoop and parallel dbms
590403,introducing the fuzzy paradigm using prolog
590404,introducing knowledge based projects in a systems development course
590405,teaching computation to undergraduate scientists
590407,on understanding compatibility of student pair programmers
590409,hypertalk as an overture to cs1
1550185,online aggregation and continuous query support in mapreduce
590411,large introductory computer science classes strategies for effective course management
1550186,analyzing the energy efficiency of a database server
590415,a problem based interface design and programming course
590417,a system to make visible the structure and execution of student programs
590418,automated tutoring for a database skills training environment
590419,a practical access to the theory of parallel algorithms
590420,the internet programming contest a report and philosophy
590421,counting nodes in binary trees
590422,intractability a geometric representation
590423,visualizing the cpu scheduler and page replacement algorithms
590424,animating parsing algorithms
590425,understanding the bottom up slr parser
1550187,sie obi a streaming information extraction platform for operational business intelligence
1550188,processing continuous join queries in sensor networks a filtering approach
590428,the evolution of the programming languages course
590432,undergraduate software engineering laboratories a progress report from two universities
590433,inservice education of high school computer science teachers
1550191,sedna native xml database management system internals overview
590446,on line publication of cs laboratories
590448,prolog in the automation of the semantic component
590449,the case for modula 2 in cs1 and cs2
1550193,twittermonitor trend detection over the twitter stream
590451,a simple java package for gui like interactivity
590452,teaching computer science concepts and problem solving with a spreadsheet
590453,requirements for a first year object oriented teaching language
590457,from specific problem instances to algorithms in the introductory course
590458,a data parallel programming library for education dapple
590463,enhancing apprentice based learning of java
590464,an object oriented program development environment for the first programming course
590466,results from the evaluation of the effectiveness of an online tutor on expression evaluation
590467,fork diagrams for teaching selection in cs i
590468,using generics modules to enhance the cs2 course
590469,a robot laboratory for teaching artificial intelligence
590471,laboratory activities for studying the formal semantics of programming languages
590472,using concept expansion and level integration in an introductory computer science course
590473,a concurrency simulator designed for sophomore level instruction
1550198,structured annotations of web queries
590475,using the synthesizer generator to teach principles of programming language semantics
590476,parallel computing in the undergraduate curriculum
590477,design and implementation of a generalized problem solving assistant for algorithm development
590479,implementing a single classwide project in software engineering using ada tasking for synchronization and communcation
590480,effective internet education a progress report
590482,preparing programming teachers
590484,pascals emulation of a prolog program
1550200,data conflict resolution using trust mappings
590486,restructuring the introductory computer science course for engineers
590488,coached program planning dialogue based support for novice program design
590489,intention based scoring an approach to measuring success at solving the composition problem
590490,teaching the abstract data type in cs2
590491,scheduled supervised laboratories in cs1 a comparative analysis
590492,a multi purpose dataflow simulator
1550201,scalable architecture and query optimization fortransaction time dbs with evolving schemas
590494,resources for teaching computer networks
590495,an experiment in the use of ada in course in software engineering
1550202,towards proximity pattern mining in large graphs
590497,laying the foundations for computer science
590498,towards an introductory formal programming course
1550203,data warehousing and analytics infrastructure at facebook
590500,an updated information systems curriculum first revision
590504,teaching computer security at a small college
1550204,k isomorphism privacy preserving network publication against structural attacks
590506,cache conscious programming in undergraduate computer science
590508,progressive project assignments in computer courses
590509,a project course in database
1550205,evaluation of probabilistic threshold queries in mcdb
590511,information systems curriculum abstract where we should be going
590513,a seminar course in computer ethics
590514,an honors course in data compression
590515,an innovative university program on management and ict
590516,a multi purpose language processing laboratory
590517,multiple paradigms in cs i
590518,term project user interface specifications in a usability engineering course challenges and suggestions
1550206,an evaluation of alternative architectures for transaction processing in the cloud
590520,dealing with different levels of abstraction in a data structures course
590521,design and analysis of algorithms reconsidered
590522,analyze that puzzles and analysis of algorithms
590523,do we teach the right algorithm design techniques
590524,using puzzles in teaching algorithms
590525,recursively speaking analyzing students discourse of recursive phenomena
590526,fostering a creative interest in computer science
1550207,the flow of on line information in global networks
590528,myths about object orientation and its pedagogy
590529,the effects of individual differences on cs2 course performance across universities
590530,what do the experts say teaching introductory design from an experts perspective
590531,teaching dynamic programming techniques using permutation graphs
1550208,multiple feature fusion for social media applications
590537,dbtool a graphical database design tool for an introductory database course
590538,on integrating web services from the ground up into cs1cs2
590539,explorations structured labs for first time programmers
1550211,creating and exploring web form repositories
590544,objectives and objective assessment in cs1
590545,introductory programming criterion referencing and bloom
590547,an industryacademic partnership experiment a course in artificial intelligence
590548,assembly language courses in transition
590549,on the retention of female computer science students
590550,stamps a state machine based processor simulator
1550213,mining knowledge from databases an information network analysis approach
590553,teaching students to hack curriculum issues in information security
590554,providing intellectual focus to cs1cs2
590555,client view first an exodus from implementation biased teaching
590558,african american women in the computing sciences a group to be studied
590559,climbing onto the shoulders of giants
590560,parser visualizations for developing grammars with yacc
590561,computing with geometry as an undergraduate course a three year experience
590562,teaching b splines is not difficult
590563,visualgraph a graph class designed for both undergraduate students and educators
1550215,durable top k search in document archives
590565,never mind the language what about the paradigm
590566,theres more to oop than syntax
1550216,a demonstration of flexpref extensible preference evaluation inside the dbms engine
590569,a tutorial program for propositional logic with humancomputer interactive learning
1550217,leveraging spatio temporal redundancy for rfid data cleansing
590571,a quantitative approach for teaching parallel computing
590572,the road less traveled a baccalaureate degree in software engineering
590573,global cooperation project in computer programming course
590574,a study of an advance organizer as a technique for teaching computer programming concepts
1550218,fast sort on cpus and gpus a case for bandwidth oblivious simd sort
590576,simulation in computer organization a goals based study
590578,redesigning introductory computer programming with html javascript and java
590580,a proposed new high level abstraction for computer technology
590589,teaching applied computing without programming a case based introductory course for general education
590590,design patterns for database pedagogy a proposal
590598,providing mark up and feedback to students with online marking
590600,extended analogy an alternative lecture method
1550223,probabilistic string similarity joins
590602,modifying freshman perception of the cis graduates workstyle
590605,teaching programming algorithms aided by computer graphics
590606,a secure unrestricted advanced systems laboratory
1550224,exploring schema similarity at multiple resolutions
590608,a secondary look at digital image processing
590610,contemplate sorting with columnsort
590614,documentation standards in the undergraduate computer science curriculum
590616,computer science degree programs what do they look like a report on the annual survey of accredited programs
590618,weve been working on the railroad a laboratory for real time embedded systems
590619,using a model railroad to teach digital process control
590620,a laboratory for teaching the development of real time software systems
590623,an inductive approach to teaching object oriented design
1550228,gaia graph classification using evolutionary computation
590626,design science and engineering topics teaching hci with a unified method
590627,interactive pushdown automata animation
590628,a network specification language and execution environment for undergraduate teaching
590629,teaching concurrency with joyce and linda
590630,user level distributed file systems projects
590631,a statistical analysis of student performance in online computer science courses
590632,teaching parallel algorithm with process topologies
590633,improving the pvm teaching environment
590634,chirp on crickets teaching compilers using an embedded robot controller
590635,developing oral communication skills of computer science undergraduates
1550230,ksql a unifying engine for sequence patterns and xml
590637,the effects of pair programming on performance in an introductory programming course
590639,introductory computer science for general education laboratories textbooks and the internet
590640,a supplementary package for distance education students studying introductory programming
590641,an introductory course in graphics
590644,moving industry guided multimedia technology into the classroom
590645,houston we have a problem theres a leak in the cs1 affective oxygen tank
590646,affective assessment of team skills in agile cs1 labs the good the bad and the ugly
590647,teaching formal programming to first year computer science students
590650,the multiuser calculator an operating system project
590656,a case study of the static analysis of the quality of novice student programs
590657,using html and javascript in introductory programming courses
590660,inventing a new sorting algorithm a case study
590661,teaching database management systems with java
590662,open artificial intelligence   one course for all
590663,engaging students and teaching modern concepts literate situated object oriented programming
590664,canlogs a logic gate simulator for all seasons
1550235,similarity search and locality sensitive hashing using ternary content addressable memories
590667,fostering and assessing communication skills in the computer science context
590668,teaching a first course on data structures a software engineering approach
590669,a software rotation for professional teachers
590670,the future of programming instruction abstract
1550237,s olap an olap system for analyzing sequence data
