id,title,Real_Train,Real_Test,X_train,X_test,label
6614,extraction and classification of dense communities in the web,TRUE,FALSE,FALSE,TRUE,0
6615,text mining finding nuggets in mountains of textual data,FALSE,TRUE,FALSE,FALSE,6
6616,generating semantic annotations for frequent patterns with context analysis,FALSE,TRUE,FALSE,FALSE,6
6617,a method for abstracting newspaper articles by using surface clues,FALSE,TRUE,FALSE,FALSE,6
6618,information uptrieval exploring models for content assimilation and aggregation for developing regions,FALSE,TRUE,FALSE,FALSE,6
6619,syntactic analyses for parallel grammars auxiliaries and genitive nps,FALSE,TRUE,FALSE,FALSE,6
6620,construction of domain dictionary for fundamental vocabulary,TRUE,FALSE,TRUE,FALSE,4
6621,bilingual generation of weather forecasts in an operations environment,TRUE,FALSE,FALSE,TRUE,4
6622,software evolution through iterative prototyping,TRUE,FALSE,TRUE,FALSE,3
6623,keyword search on relational data streams,FALSE,TRUE,FALSE,FALSE,6
6624,cs262 a breadth second survey of informatic cs,FALSE,TRUE,FALSE,FALSE,6
6625,the complexity of parsing with extended categorial grammars,TRUE,FALSE,FALSE,TRUE,4
6626,adaptive fastest path computation on a road network a traffic mining approach,TRUE,FALSE,FALSE,TRUE,1
6627,a web odyssey from codd to xml,TRUE,FALSE,TRUE,FALSE,1
6628,a processing interface for multiple external schema access to a data base management system,FALSE,TRUE,FALSE,FALSE,6
6629,cooperation between direct method and translation method in non classical logics some results in propositional s5,TRUE,FALSE,TRUE,FALSE,2
6630,a microfeature based approach towards metaphor interpretation,TRUE,FALSE,TRUE,FALSE,2
6631,the intensional content of rices theorem,TRUE,FALSE,TRUE,FALSE,3
6632,quicklink selection for navigational query results,TRUE,FALSE,TRUE,FALSE,0
6633,denotational semantics and rewrite rules for fp,TRUE,FALSE,TRUE,FALSE,3
6634,role based exploration of object oriented programs,TRUE,FALSE,TRUE,FALSE,3
6635,a worst case comparison between temporal difference and residual gradient with linear function approximation,TRUE,FALSE,FALSE,TRUE,2
6636,a representation for describing and analyzing concerns in source code,TRUE,FALSE,TRUE,FALSE,3
6637,durable top k search in document archives,FALSE,TRUE,FALSE,FALSE,6
6638,bns feature scaling an improved representation over tf idf for svm text classification,FALSE,TRUE,FALSE,FALSE,6
6639,corrective maintenance maturity model cm maintainers education and training,FALSE,TRUE,FALSE,FALSE,6
6640,feature generation for text categorization using world knowledge,FALSE,TRUE,FALSE,FALSE,6
6641,single pass online learning performance voting schemes and online feature selection,TRUE,FALSE,TRUE,FALSE,0
6642,magic for filter optimization in dynamic bottom up processing,TRUE,FALSE,FALSE,TRUE,4
6643,open source projects in programming courses,TRUE,FALSE,FALSE,TRUE,3
6644,combining subsumption and binary methods an object calculus with views,TRUE,FALSE,TRUE,FALSE,3
6645,phase transitions of dominating clique problem and their implications to heuristics in satisfiability search,FALSE,TRUE,FALSE,FALSE,6
6646,accelerating software development through collaboration,TRUE,FALSE,TRUE,FALSE,3
6647,overview of tools for knowledge base construction,TRUE,FALSE,TRUE,FALSE,1
6648,a database approach for modeling and querying video data,TRUE,FALSE,TRUE,FALSE,1
6649,towards a dynamic multi policy dissemination control model dmdcon,FALSE,TRUE,FALSE,FALSE,6
6650,a complete unification algorithm for associative commutative functions,FALSE,TRUE,FALSE,FALSE,6
6651,domains relations and religious wars,FALSE,TRUE,FALSE,FALSE,6
6652,experiences with mosaic for legacy projects,FALSE,TRUE,FALSE,FALSE,6
6653,a blackboard architecture for query optimization in object bases,TRUE,FALSE,TRUE,FALSE,1
6654,conflict driven answer set solving,TRUE,FALSE,TRUE,FALSE,2
6655,learning sparse kernels from 3d surfaces for heart wall motion abnormality detection,TRUE,FALSE,FALSE,TRUE,2
6656,resolving query translation ambiguity using a decaying co occurrence model and syntactic dependence relations,TRUE,FALSE,FALSE,TRUE,0
6657,qualitative landmark based path planning and following,FALSE,TRUE,FALSE,FALSE,6
6658,dependency parsing with dynamic bayesian network,FALSE,TRUE,FALSE,FALSE,6
6659,efficient filtering of xml documents for selective dissemination of information,TRUE,FALSE,TRUE,FALSE,1
6660,exploiting redundancy in sensor networks for energy efficient processing of spatiotemporal region queries,TRUE,FALSE,TRUE,FALSE,0
6661,a framework for decentralized qualitative model based diagnosis,TRUE,FALSE,TRUE,FALSE,2
6662,vanity fair privacy in querylog bundles,TRUE,FALSE,TRUE,FALSE,0
6663,on the power of algebras with recursion,TRUE,FALSE,TRUE,FALSE,1
6664,a method of translating english delexical structures into japanese,TRUE,FALSE,TRUE,FALSE,4
6665,visualizing and querying software structures,TRUE,FALSE,TRUE,FALSE,3
6666,corpus structure language models and ad hoc information retrieval,FALSE,TRUE,FALSE,FALSE,6
6667,a fast normalized maximum likelihood algorithm for multinomial data,FALSE,TRUE,FALSE,FALSE,6
6668,streamlining attacks on captchas with a computer game,FALSE,TRUE,FALSE,FALSE,6
6669,detecting and browsing events in unstructured text,FALSE,TRUE,FALSE,FALSE,6
6670,learning by controlled transference of knowledge between domains,FALSE,TRUE,FALSE,FALSE,6
6671,affective assessment of team skills in agile cs1 labs the good the bad and the ugly,TRUE,FALSE,TRUE,FALSE,3
6672,using experiments in software engineering as an auxiliary tool for teaching  a qualitative evaluation from the perspective of students learning process,TRUE,FALSE,TRUE,FALSE,3
6673,a history of computing course with a technical focus,TRUE,FALSE,TRUE,FALSE,3
6674,recording the reasons for design decisions,TRUE,FALSE,TRUE,FALSE,3
6675,a metalanguage for interactive proof in lcf,FALSE,TRUE,FALSE,FALSE,6
6676,usenet as a teaching tool,TRUE,FALSE,FALSE,TRUE,3
6677,combining unsupervised and supervised methods for pp attachment disambiguation,FALSE,TRUE,FALSE,FALSE,6
6678,historical multi media databases,FALSE,TRUE,FALSE,FALSE,6
6679,irobot an intelligent crawler for web forums,FALSE,TRUE,FALSE,FALSE,6
6680,event summarization for system management,TRUE,FALSE,TRUE,FALSE,0
6681,capturing best practice for microarray gene expression data analysis,TRUE,FALSE,TRUE,FALSE,0
6682,gral an extensible relational database system for geometric applications,TRUE,FALSE,TRUE,FALSE,1
6683,a declarative approach to bias in concept learning,FALSE,TRUE,FALSE,FALSE,6
6684,robust word sense translation by em learning of frame semantics,TRUE,FALSE,TRUE,FALSE,4
6685,combining term based and event based matching for question answering,TRUE,FALSE,TRUE,FALSE,0
6686,a model of roll back recovery with multiple checkpoints,TRUE,FALSE,TRUE,FALSE,3
6687,a two stage text mining model for information filtering,TRUE,FALSE,TRUE,FALSE,0
6688,techies as non technological factors in software engineering,FALSE,TRUE,FALSE,FALSE,6
6689,robust supervised learning,FALSE,TRUE,FALSE,FALSE,6
6690,stratified operational semantics for safety and correctness of the region calculus,FALSE,TRUE,FALSE,FALSE,6
6691,optimistic parallelism requires abstractions,TRUE,FALSE,TRUE,FALSE,3
6692,support for teaching the design and implementation of multimediahypermedia systems,FALSE,TRUE,FALSE,FALSE,6
6693,design implementation and evaluation of the fnc 2 attribute grammar system,FALSE,TRUE,FALSE,FALSE,6
6694,real time retrieval and update of materialized transitive closure,TRUE,FALSE,FALSE,TRUE,1
6695,predicting the conversion probability for items on c2c ecommerce sites,TRUE,FALSE,FALSE,TRUE,0
6696,learning predictive state representations using non blind policies,FALSE,TRUE,FALSE,FALSE,6
6697,online support system for mediator education,FALSE,TRUE,FALSE,FALSE,6
6698,joint extraction of entities and relations for opinion recognition,FALSE,TRUE,FALSE,FALSE,6
6699,units cool modules for hot languages,TRUE,FALSE,TRUE,FALSE,3
6700,using student built algorithm animations as learning aids,FALSE,TRUE,FALSE,FALSE,6
6701,estimating retrieval effectiveness using rank distributions,TRUE,FALSE,TRUE,FALSE,0
6702,user extensions to the peterlee relational test vehicle,FALSE,TRUE,FALSE,FALSE,6
6703,information systems research at rwth aachen,FALSE,TRUE,FALSE,FALSE,6
6704,learning prediction suffix trees with winnow,FALSE,TRUE,FALSE,FALSE,6
6705,empirically estimating order constraints for content planning in generation,TRUE,FALSE,TRUE,FALSE,4
6706,database programming in machiavelli   a polymorphic language with static type inference,TRUE,FALSE,TRUE,FALSE,1
6707,integration of parallel computation into introductory computer science,TRUE,FALSE,FALSE,TRUE,3
6708,concurrent data base reorganization   assessment of a powerful technique through modeling,FALSE,TRUE,FALSE,FALSE,6
6709,file allocation in distributed databases with interaction between files,FALSE,TRUE,FALSE,FALSE,6
6710,efficient processing of top k dominating queries on multi dimensional data,FALSE,TRUE,FALSE,FALSE,6
6711,semi join algorithms for multiprocessor systems,FALSE,TRUE,FALSE,FALSE,6
6712,persistence software bridging object oriented programming and relational databases,TRUE,FALSE,TRUE,FALSE,1
6713,a retrieval model based on an extended modal logic and its application to the rime experimental approach,TRUE,FALSE,TRUE,FALSE,0
6714,an incremental approach to schema integration by refining extensional relationships,TRUE,FALSE,TRUE,FALSE,0
6715,the logic of representing dependencies by directed graphs,TRUE,FALSE,TRUE,FALSE,2
6716,porting and extensible natural language interface a case history,FALSE,TRUE,FALSE,FALSE,6
6717,a database system for real time event aggregation in telecommunication,TRUE,FALSE,FALSE,TRUE,1
6718,research abstract semantic concepts for the specification of non functional properties of component based software,FALSE,TRUE,FALSE,FALSE,6
6719,pause as a phrase demarcator for speech and language processing,FALSE,TRUE,FALSE,FALSE,6
6720,experience with the development of hard real time embedded ada software,FALSE,TRUE,FALSE,FALSE,6
6721,static prediction of heap space usage for first order functional programs,FALSE,TRUE,FALSE,FALSE,6
6722,learning on the border active learning in imbalanced data classification,TRUE,FALSE,TRUE,FALSE,0
6723,scheduling data redistribution in distributed databases,TRUE,FALSE,FALSE,TRUE,1
6724,context aware query classification,TRUE,FALSE,TRUE,FALSE,0
6725,an implementation of impure surrogates,FALSE,TRUE,FALSE,FALSE,6
6726,hybrid elections broaden complexity theoretic resistance to control,TRUE,FALSE,TRUE,FALSE,2
6727,a maximum likelihood framework for integrating taxonomies,TRUE,FALSE,TRUE,FALSE,2
6728,sense linking in a machine readable dictionary,FALSE,TRUE,FALSE,FALSE,6
6729,backtracking through biconnected components of a constraint graph,FALSE,TRUE,FALSE,FALSE,6
6730,incremental evaluation of rules and its relationship to parallelism,TRUE,FALSE,TRUE,FALSE,1
6731,user perceived quality of interactive systems,FALSE,TRUE,FALSE,FALSE,6
6732,efficient processing of spatial joins using r trees,TRUE,FALSE,TRUE,FALSE,1
6733,robust mixtures in the presence of measurement errors,TRUE,FALSE,TRUE,FALSE,2
6734,concepts and implementation of a rule based process engine,FALSE,TRUE,FALSE,FALSE,6
6735,data bubbles for non vector data speeding up hierarchical clustering in arbitrary metric spaces,FALSE,TRUE,FALSE,FALSE,6
6736,efficient closed pattern mining in the presence of tough block constraints,TRUE,FALSE,TRUE,FALSE,0
6737,analyzing the effectiveness and applicability of co training,FALSE,TRUE,FALSE,FALSE,6
6738,mining opinion features in customer reviews,TRUE,FALSE,TRUE,FALSE,2
6739,investigation of algebraic query optimisation techniques for database programming languages,FALSE,TRUE,FALSE,FALSE,6
6740,belief revision for adaptive information retrieval,FALSE,TRUE,FALSE,FALSE,6
6741,scalable continuous range monitoring of moving objects in symbolic indoor space,FALSE,TRUE,FALSE,FALSE,6
6742,exploration scavenging,FALSE,TRUE,FALSE,FALSE,6
6743,a comparison of parallel approaches to data representation and data transferral,FALSE,TRUE,FALSE,FALSE,6
6744,efficient data reduction with ease,FALSE,TRUE,FALSE,FALSE,6
6745,using proxy cache relocation to accelerate web browsing in wirelessmobile communications,TRUE,FALSE,TRUE,FALSE,0
6746,estimating page fetches for index scans with finite lru buffers,FALSE,TRUE,FALSE,FALSE,6
6747,the maximum entropy principle in information retrieval,FALSE,TRUE,FALSE,FALSE,6
6748,on the correctness criteria of fine grained access control in relational databases,TRUE,FALSE,TRUE,FALSE,1
6749,the metadatabase project at rensselaer,TRUE,FALSE,TRUE,FALSE,1
6750,simple random sampling from relational databases,FALSE,TRUE,FALSE,FALSE,6
6751,dpll with a trace from sat to knowledge compilation,FALSE,TRUE,FALSE,FALSE,6
6752,insight reverse engineer case tool,TRUE,FALSE,FALSE,TRUE,3
6753,avoiding object misconceptions,FALSE,TRUE,FALSE,FALSE,6
6754,pepx a query friendly probabilistic xml database,TRUE,FALSE,TRUE,FALSE,0
6755,lifting the burden of history from adaptive query processing,TRUE,FALSE,TRUE,FALSE,1
6756,agent based cooperative learning a proof of concept experiment,TRUE,FALSE,TRUE,FALSE,3
6757,data flow frequency analysis,FALSE,TRUE,FALSE,FALSE,6
6758,k means clustering versus validation measures a data distribution perspective,TRUE,FALSE,TRUE,FALSE,0
6759,formalizing and using persistency,FALSE,TRUE,FALSE,FALSE,6
6760,an experiment on learning appropriate selectional restrictions from a parsed corpus,FALSE,TRUE,FALSE,FALSE,6
6761,the cross entropy method for classification,TRUE,FALSE,TRUE,FALSE,2
6762,improving nominal srl in chinese language with verbal srl information and automatic predicate recognition,TRUE,FALSE,FALSE,TRUE,4
6763,are we moving toward an information superhighway or a tower of babel the challenge of large scale semantic heterogeneity,FALSE,TRUE,FALSE,FALSE,6
6764,spam filtering for short messages,TRUE,FALSE,TRUE,FALSE,0
6765,a testbed for information retrieval research the utah retrieval system architecture,FALSE,TRUE,FALSE,FALSE,6
6766,how situated is cognition,FALSE,TRUE,FALSE,FALSE,6
6767,finding picture edges through collinearity of feature points,TRUE,FALSE,TRUE,FALSE,2
6768,eos unstoppable stateful php,FALSE,TRUE,FALSE,FALSE,6
6769,traffic simulation a case study for teaching object oriented design,TRUE,FALSE,TRUE,FALSE,3
6770,state extensions for java pathfinder,TRUE,FALSE,TRUE,FALSE,3
6771,applying interchangeability techniques to the distributed breakout algorithm,FALSE,TRUE,FALSE,FALSE,6
6772,holmes an intelligent system to support software product line development,TRUE,FALSE,TRUE,FALSE,3
6773,formal multiple bernoulli models for language modeling,FALSE,TRUE,FALSE,FALSE,6
6774,manufacturing cheap resilient and stealthy opaque constructs,FALSE,TRUE,FALSE,FALSE,6
6775,automatic normalization and enity relationship generation through attributes and roles,TRUE,FALSE,TRUE,FALSE,1
6776,interaction between lexicon and image linguistic specifications of animation,TRUE,FALSE,TRUE,FALSE,4
6777,a decision theory approach to optimal automatic indexing,FALSE,TRUE,FALSE,FALSE,6
6778,hardware organization for nonnumeric processing,TRUE,FALSE,TRUE,FALSE,1
6779,hierarchical location and topic based query expansion,FALSE,TRUE,FALSE,FALSE,6
6780,on the use of virtual evidence in conditional random fields,TRUE,FALSE,TRUE,FALSE,4
6781,code motion of control structures in high level languages,TRUE,FALSE,TRUE,FALSE,3
6782,scalable parallel data mining for association rules,TRUE,FALSE,FALSE,TRUE,1
6783,on correctly configuring versioned objects,TRUE,FALSE,FALSE,TRUE,1
6784,storage and retrieval of xml data using relational databases,TRUE,FALSE,TRUE,FALSE,1
6785,factored mdp elicitation and plan display,FALSE,TRUE,FALSE,FALSE,6
6786,picnics kittens and wigs using scenarios for the sentence competition task,TRUE,FALSE,FALSE,TRUE,2
6787,path expressions in pascal,FALSE,TRUE,FALSE,FALSE,6
6788,a note on the strategy space of multiway join query optimization problem in parallel systems,TRUE,FALSE,TRUE,FALSE,1
6789,a system for finding biological entities that satisfy certain conditions from texts,TRUE,FALSE,TRUE,FALSE,0
6790,nested named entity recognition,TRUE,FALSE,FALSE,TRUE,4
6791,mining rank correlated sets of numerical attributes,FALSE,TRUE,FALSE,FALSE,6
6792,concept formation over explanations and problem solving experience,TRUE,FALSE,TRUE,FALSE,2
6793,implementation of a high speed prolog interpreter,TRUE,FALSE,TRUE,FALSE,3
6794,g topss fast filtering of graph based metadata,TRUE,FALSE,TRUE,FALSE,0
6795,an interpretation of index term weighting schemes based on document components,TRUE,FALSE,TRUE,FALSE,0
6796,some dml instruction sequences for application program analysis and conversion,FALSE,TRUE,FALSE,FALSE,6
6797,the teachable letter recognizer,FALSE,TRUE,FALSE,FALSE,6
6798,processing star queries on hierarchically clustered fact tables,FALSE,TRUE,FALSE,FALSE,6
6799,using reasoning to guide annotation with gene ontology terms in goat,TRUE,FALSE,TRUE,FALSE,1
6800,measuring memory protection,FALSE,TRUE,FALSE,FALSE,6
6801,mining clickthrough data for collaborative web search,TRUE,FALSE,TRUE,FALSE,0
6802,tile size selection using cache organization and data layout,FALSE,TRUE,FALSE,FALSE,6
6803,probabilistic model for definitional question answering,FALSE,TRUE,FALSE,FALSE,6
6804,efficient multiclass maximum margin clustering,TRUE,FALSE,TRUE,FALSE,2
6805,experience with an analytic approach to teaching programming languages,TRUE,FALSE,TRUE,FALSE,3
6806,path slicing,FALSE,TRUE,FALSE,FALSE,6
6807,a computational analysis of the tournament equilibrium set,TRUE,FALSE,FALSE,TRUE,2
6808,ambiguity in processing boolean queries on tdms tree structures a study of four different philosophies,FALSE,TRUE,FALSE,FALSE,6
6809,towards a formal approach for object database design,FALSE,TRUE,FALSE,FALSE,6
6810,optimizing two stage bigram language models for ir,FALSE,TRUE,FALSE,FALSE,6
6811,an experimental applicative programming language for linguistics and string processing,TRUE,FALSE,FALSE,TRUE,4
6812,identifying protein interaction abstracts with contextual bag of words,TRUE,FALSE,TRUE,FALSE,2
6813,nonstop sqlmx primitives for knowledge discovery,TRUE,FALSE,TRUE,FALSE,0
6814,software improvements in an international company,TRUE,FALSE,TRUE,FALSE,3
6815,modeling annotators a generative approach to learning from annotator rationales,FALSE,TRUE,FALSE,FALSE,6
6816,bridging the gaps ii bridging the gaps between software engineering and human computer interaction,TRUE,FALSE,TRUE,FALSE,3
6817,gaussian process classification for segmenting and annotating sequences,TRUE,FALSE,FALSE,TRUE,2
6818,jerpa a distance learning environment for introductory java programming courses,TRUE,FALSE,TRUE,FALSE,3
6819,an ada based software engineering course,FALSE,TRUE,FALSE,FALSE,6
6820,on solution correspondences in answer set programming,TRUE,FALSE,TRUE,FALSE,2
6821,database selection using actual physical and acquired logical collection resources in a massive domain specific operational environment,FALSE,TRUE,FALSE,FALSE,6
6822,use of the cloze procedure in testing a model of complexity,TRUE,FALSE,TRUE,FALSE,3
6823,temperature discovery search,TRUE,FALSE,TRUE,FALSE,2
6824,secure search in enterprise webs tradeoffs in efficient implementation for document level security,FALSE,TRUE,FALSE,FALSE,6
6825,influence sets based on reverse nearest neighbor queries,FALSE,TRUE,FALSE,FALSE,6
6826,hybrid poisson process,TRUE,FALSE,TRUE,FALSE,0
6827,semantic web integration of cultural heritage sources,FALSE,TRUE,FALSE,FALSE,6
6828,an xml based wrapper generator for web information extraction,FALSE,TRUE,FALSE,FALSE,6
6829,robust test collections for retrieval evaluation,FALSE,TRUE,FALSE,FALSE,6
6830,tracking dynamics of topic trends using a finite mixture model,FALSE,TRUE,FALSE,FALSE,6
6831,the 3w model and algebra for unified data mining,TRUE,FALSE,TRUE,FALSE,1
6832,constructive and collaborative learning of algorithms,TRUE,FALSE,TRUE,FALSE,3
6833,a new family of online algorithms for category ranking,TRUE,FALSE,TRUE,FALSE,0
6834,cooperative search and nogood recording,FALSE,TRUE,FALSE,FALSE,6
6835,fmri analysis via one class machine learning techniques,FALSE,TRUE,FALSE,FALSE,6
6836,application of novel technologies to the management of a very large date base,TRUE,FALSE,TRUE,FALSE,1
6837,roles of variables and programming skills improvement,FALSE,TRUE,FALSE,FALSE,6
6838,inducing hierarchical process models in dynamic domains,TRUE,FALSE,FALSE,TRUE,2
6839,complexity of finding the bleu optimal hypothesis in a confusion network,FALSE,TRUE,FALSE,FALSE,6
6840,the role of experience and ability in comprehension tasks supported by uml stereotypes,TRUE,FALSE,TRUE,FALSE,3
6841,on the robustness of relevance measures with incomplete judgments,TRUE,FALSE,FALSE,TRUE,0
6842,sddm   a prototype of a distributed architecture for database security,TRUE,FALSE,TRUE,FALSE,1
6843,injecting purpose and trust into data anonymisation,FALSE,TRUE,FALSE,FALSE,6
6844,on the algebraic specification of databases,FALSE,TRUE,FALSE,FALSE,6
6845,enhancing generic skills in the computer organization course,FALSE,TRUE,FALSE,FALSE,6
6846,issues and approaches to design of real time database systems,FALSE,TRUE,FALSE,FALSE,6
6847,evaluating classifiers performance in a constrained environment,TRUE,FALSE,TRUE,FALSE,0
6848,rock a robust clustering algorithm for categorical attributes,FALSE,TRUE,FALSE,FALSE,6
6849,actor semantics of planner 73,FALSE,TRUE,FALSE,FALSE,6
6850,a method for transforming relational schemas into conceptual schemas,FALSE,TRUE,FALSE,FALSE,6
6851,efficient dataflow analysis of logic programs,TRUE,FALSE,TRUE,FALSE,3
6852,bilingual topic aspect classification with a few training examples,TRUE,FALSE,TRUE,FALSE,0
6853,relationship of early programming language to novice generated design,FALSE,TRUE,FALSE,FALSE,6
6854,compatibility and regression testing of cots component based software,TRUE,FALSE,TRUE,FALSE,3
6855,cypress soar a case study in search and learning in algorithm design,TRUE,FALSE,FALSE,TRUE,2
6856,one action is enough to plan,TRUE,FALSE,TRUE,FALSE,2
6857,searching for stable mechanisms automated design for imperfect players,TRUE,FALSE,TRUE,FALSE,2
6858,learning disjunction of conjunctions,TRUE,FALSE,TRUE,FALSE,2
6859,some comments on human archival memory as a very large data base,FALSE,TRUE,FALSE,FALSE,6
6860,computing reserve prices and identifying the value distribution in real world auctions with market disruptions,TRUE,FALSE,TRUE,FALSE,2
6861,model checking and abstraction,TRUE,FALSE,TRUE,FALSE,3
6862,eliciting bid taker non price preferences in combinatorial auctions,TRUE,FALSE,FALSE,TRUE,2
6863,modeling transition,TRUE,FALSE,TRUE,FALSE,1
6864,the performance of concurrency control algorithms for database management systems,FALSE,TRUE,FALSE,FALSE,6
6865,a cognitive model for searching for ill defined targets on the web the relationship between search strategies and user satisfaction,TRUE,FALSE,FALSE,TRUE,0
6866,a two level hypertext retrieval model for legal data,FALSE,TRUE,FALSE,FALSE,6
6867,a linguistic discovery program that verbalizes its discoveries,TRUE,FALSE,TRUE,FALSE,4
6868,syntactic ambiguity resolution using a discrimination and robustness oriented adaptive learning algorithm,TRUE,FALSE,TRUE,FALSE,4
6869,point based value iteration an anytime algorithm for pomdps,FALSE,TRUE,FALSE,FALSE,6
6870,part of speech tagging using a variable memory markov model,TRUE,FALSE,TRUE,FALSE,4
6871,efficient computation of multiple group by queries,FALSE,TRUE,FALSE,FALSE,6
6872,www autonomous robotics enabling wide area access to a computer engineering practicum,TRUE,FALSE,TRUE,FALSE,3
6873,workload aware trie indices for xml,TRUE,FALSE,FALSE,TRUE,0
6874,settings and the setting structure the description and automated propagation of networks for perusing videodisk image states,TRUE,FALSE,TRUE,FALSE,0
6875,content characterization using word shape tokens,TRUE,FALSE,TRUE,FALSE,4
6876,rule ordering in bottom up fixpoint evaluation of logic programs,TRUE,FALSE,TRUE,FALSE,1
6877,learning spectral graph transformations for link prediction,TRUE,FALSE,FALSE,TRUE,2
6878,managing change in the rufus system,FALSE,TRUE,FALSE,FALSE,6
6879,teaching an engineering approach for network computing,FALSE,TRUE,FALSE,FALSE,6
6880,the documentation and evaluation of team oriented database projects,FALSE,TRUE,FALSE,FALSE,6
6881,removing implementation details from c class declarations,FALSE,TRUE,FALSE,FALSE,6
6882,human computer communication meets software engineering,TRUE,FALSE,TRUE,FALSE,3
6883,modular refinement of hierarchic reactive machines,TRUE,FALSE,FALSE,TRUE,3
6884,the discourse functions of italian subjects a centering approach,FALSE,TRUE,FALSE,FALSE,6
6885,a system to improve incorrect programs,FALSE,TRUE,FALSE,FALSE,6
6886,searching databases for sematically related schemas,TRUE,FALSE,TRUE,FALSE,0
6887,an annotated bibliography on real time database systems,TRUE,FALSE,TRUE,FALSE,1
6888,on the success of empirical studies in the international conference on software engineering,TRUE,FALSE,TRUE,FALSE,3
6889,towards truthful mechanisms for binary demand games a general framework,TRUE,FALSE,TRUE,FALSE,2
6890,a mention synchronous coreference resolution algorithm based on the bell tree,TRUE,FALSE,TRUE,FALSE,4
6891,opponent modeling in scrabble,FALSE,TRUE,FALSE,FALSE,6
6892,m tree an efficient access method for similarity search in metric spaces,TRUE,FALSE,TRUE,FALSE,1
6893,noun phrase chunking in hebrew influence of lexical and morphological features,TRUE,FALSE,TRUE,FALSE,4
6894,wmxml a system for watermarking xml data,FALSE,TRUE,FALSE,FALSE,6
6895,higher order modules and the phase distinction,FALSE,TRUE,FALSE,FALSE,6
6896,secureblox customizable secure distributed data processing,TRUE,FALSE,FALSE,TRUE,1
6897,comparing data streams using hamming norms how to zero in,FALSE,TRUE,FALSE,FALSE,6
6898,blooms taxonomy revisited specifying assessable learning objectives in computer science,FALSE,TRUE,FALSE,FALSE,6
6899,distributed transactions in practice,TRUE,FALSE,TRUE,FALSE,1
6900,semantic integration a survey of ontology based approaches,TRUE,FALSE,TRUE,FALSE,1
6901,enabling secure digital marketplace,FALSE,TRUE,FALSE,FALSE,6
6902,climbing onto the shoulders of giants,TRUE,FALSE,TRUE,FALSE,3
6903,pruning dynamic slices with confidence,TRUE,FALSE,TRUE,FALSE,3
6904,multiple view support within the ansisparc framework,TRUE,FALSE,TRUE,FALSE,1
6905,can movies and books collaborate cross domain collaborative filtering for sparsity reduction,FALSE,TRUE,FALSE,FALSE,6
6906,programming language paradigms instruction through designing a new paradigm,FALSE,TRUE,FALSE,FALSE,6
6907,a graph theoretic approach to indexing in object oriented databases,FALSE,TRUE,FALSE,FALSE,6
6908,supporting vlsi geometry operations in a database system,TRUE,FALSE,TRUE,FALSE,1
6909,should we translate the documents or the queries in cross language information retrieval,TRUE,FALSE,TRUE,FALSE,4
6910,robust non linear dimensionality reduction using successive 1 dimensional laplacian eigenmaps,TRUE,FALSE,TRUE,FALSE,2
6911,refactoring sequential java code for concurrency via concurrent libraries,TRUE,FALSE,TRUE,FALSE,3
6912,a novel approach to teaching artificial intelligence,TRUE,FALSE,TRUE,FALSE,3
6913,a semi supervised document clustering technique for information organization,TRUE,FALSE,TRUE,FALSE,0
6914,solving pomdps using quadratically constrained linear programs,FALSE,TRUE,FALSE,FALSE,6
6915,an honors course in data compression,TRUE,FALSE,TRUE,FALSE,3
6916,type based alias analysis,TRUE,FALSE,FALSE,TRUE,3
6917,a bidirectional transfer driven machine translation system for spoken dialogues,FALSE,TRUE,FALSE,FALSE,6
6918,protocol aware matching of web service interfaces for adapter development,TRUE,FALSE,TRUE,FALSE,0
6919,a new efficient probabilistic model for mining labeled ordered trees,FALSE,TRUE,FALSE,FALSE,6
6920,adapting a data organization to the structure of stored information,FALSE,TRUE,FALSE,FALSE,6
6921,reordering query execution in tertiary memory databases,FALSE,TRUE,FALSE,FALSE,6
6922,sic transit gloria telae towards an understanding of the webs decay,FALSE,TRUE,FALSE,FALSE,6
6923,learning discontinuities with products of sigmoids for switching between local models,TRUE,FALSE,FALSE,TRUE,2
6924,propagating updates in a highly replicated database,FALSE,TRUE,FALSE,FALSE,6
6925,program specification and development in standard ml,TRUE,FALSE,TRUE,FALSE,3
6926,discovery of influence sets in frequently updated databases,TRUE,FALSE,TRUE,FALSE,1
6927,a variable supply model for distributing deductions,FALSE,TRUE,FALSE,FALSE,6
6928,a hypothesis refinement method for summary discovery in databases,FALSE,TRUE,FALSE,FALSE,6
6929,calculating architectural reliability via modeling and analysis,FALSE,TRUE,FALSE,FALSE,6
6930,a uniform system for publishing and maintaining xml data,FALSE,TRUE,FALSE,FALSE,6
6931,the use of a semantic network in a deductive question  answering system,TRUE,FALSE,TRUE,FALSE,2
6932,distributing representation for robust interpretation of dialogue utterances,TRUE,FALSE,TRUE,FALSE,4
6933,conceptual simplicity meets organizational complexity case study of a corporate metrics program,TRUE,FALSE,TRUE,FALSE,3
6934,exploiting versions for handling updates in broadcast disks,TRUE,FALSE,TRUE,FALSE,1
6935,a near optimal algorithm for generating broadcast programs on multiple channels,TRUE,FALSE,TRUE,FALSE,0
6936,iloc a framework for incremental location state acquisition and prediction based on mobile sensors,TRUE,FALSE,TRUE,FALSE,0
6937,acquiring domain specific dialog information from task oriented human human interaction through an unsupervised learning,TRUE,FALSE,TRUE,FALSE,4
6938,scaling distributional similarity to large corpora,FALSE,TRUE,FALSE,FALSE,6
